Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Funding Details,Funding Texts,Document Type,Publication Stage,Open Access,Source,EID,source_db,original_file,dedup_key,priority_score,priority_bucket,cluster,x,y
"Ali, Z.H.; Raisz, D.","Ali, Zaid H. (57200202812); Raisz, Dávid (8362823800)",57200202812; 8362823800,Power Flow and Voltage Control Strategies in Hybrid AC/DC Microgrids for EV Charging and Renewable Integration,2025,World Electric Vehicle Journal,16,2,104,,,2,10.3390/wevj16020104,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218955649&doi=10.3390%2Fwevj16020104&partnerID=40&md5=cc19bb433f011c6ff73a58d6e5f9352f,"Department of Electric Power Engineering, Budapest University of Technology and Economics, Budapest, Hungary; Renewable Energy Research Unit, Northern Technical University, Mosul, Nineveh, Iraq","Ali, Zaid H., Department of Electric Power Engineering, Budapest University of Technology and Economics, Budapest, Hungary, Renewable Energy Research Unit, Northern Technical University, Mosul, Nineveh, Iraq; Raisz, Dávid, Department of Electric Power Engineering, Budapest University of Technology and Economics, Budapest, Hungary","This study outlines the creation and lab verification of a low-voltage direct current (LVDC) back-to-back (B2B) converter intended as a versatile connection point for low-voltage users. The converter configuration features dual inverters that regulate the power distribution to AC loads and grid connections through a shared DC circuit. This arrangement enables the integration of various DC generation sources, such as photovoltaic systems, as well as DC consumers, like electric vehicle chargers, supported by DC/DC converters. Significant advancements include sensorless current estimation for grid-forming inverters, which removes the necessity for conventional current sensors by employing mathematical models and established system parameters. The experimental findings validate the system’s effectiveness in grid-connected and isolated microgrid modes, demonstrating its ability to sustain energy quality and system stability under different conditions. Our results highlight the considerable potential of integrating grid-forming functionalities in inverters to improve microgrid operations. © 2025 by the authors.",bidirectional power flow; droop control; electric vehicle chargers; LVDC,Charging stations; DC distribution systems; Electric load flow; Hybrid power; Load flow control; Bidirectional power flow; Direct-current; Droop control; Electric vehicles chargers; Low voltages; Low-voltage direct current; Microgrid; Power voltage; Power-flow control strategy; Voltage control strategies; Microgrids,,,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85218955649,scopus,scopus.csv,doi:10.3390/wevj16020104,11,high,3,8.252149,6.7493024
"Moghadam, A.M.; Balochian, S.","Moghadam, Atefeh Marvi (58196290300); Balochian, Saeed (34879466900)",58196290300; 34879466900,Compensation analysis of the active and reactive power of electric vehicles using optimized FOPID-GA controller,2023,Energy Storage,5,8,e480,,,1,10.1002/est2.480,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153473290&doi=10.1002%2Fest2.480&partnerID=40&md5=31b70badb25ab2dfec1dca8f13cc5ff5,"Department of Electrical Engineering, Islamic Azad University, Gonabad Branch, Gonabad, Razavi Khorasan, Iran","Moghadam, Atefeh Marvi, Department of Electrical Engineering, Islamic Azad University, Gonabad Branch, Gonabad, Razavi Khorasan, Iran; Balochian, Saeed, Department of Electrical Engineering, Islamic Azad University, Gonabad Branch, Gonabad, Razavi Khorasan, Iran","Recently, the interest in using electric and environmentally friendly vehicles has risen increasingly. The most important challenge is charging these electric vehicles (EVs) at the right time based on the amount of charging demand, which if not paid attention to, can affect the network power profile. In this article, the effect of charging EVs in fast charging stations on the voltage profile and power factor in the IEEE Bus-33 standard network is investigated. Therefore, a mathematical model is used to model the problem that the parameters of EV arrival time to charging stations, EV charging time, number of charging times, EV status of charging (SOC), distance traveled by the EV are considered as model variables. In this article, four charging stations are considered for each fast-charging station. The power rate that each station in the fast-charging station receives from the network is considered 200 kW. So, if all stations are charged simultaneously, the charging station will receive 800 kW of electricity from the grid. There are also 300 EVs in the network, each charging time in fast charging stations is less than 10 minutes. To control the charge and power of cars, the FOPID controller has been used to determine the optimal coefficients through the application of a genetic algorithm (GA). The simulation results showed that in the uncontrolled reactive power mode, the voltage range in the busbars to which the charging stations are connected is less than the standard value (0.95 p.u) in the interval, but using FOPID-GA controller, we will be able to increase the voltage range and improve the power factor of the distribution system about 10.26% by controlling the reactive power of the vehicles. © 2023 John Wiley & Sons Ltd.",active power; electric vehicle; EV; FOPID; genetic algorithm; reactive power,Controllers; Electric power distribution; Electric power factor; Electric vehicles; Power control; Reactive power; Active and Reactive Power; Active power; Charging station; Charging time; Environmentally friendly vehicles; Fast charging stations; FOPID; Power factors; Time based; Voltage ranges; Genetic algorithms,,,Article,Final,,Scopus,2-s2.0-85153473290,scopus,scopus.csv,doi:10.1002/est2.480,11,high,5,6.345975,4.846792
Yujian Ye and Hongru Wang and Tianxiang Cui and Xiaoying Yang and Shaofu Yang and Min-Ling Zhang,,,Identifying generalizable equilibrium pricing strategies for charging service providers in coupled power and transportation networks,2023,Advances in Applied Energy,,,,,,,https://doi.org/10.1016/j.adapen.2023.100151,https://www.sciencedirect.com/science/article/pii/S2666792423000306,,,"Transportation electrification, involving large-scale integration of electric vehicles (EV) and fast charging stations (FCS), plays a critical role for global energy transition and decarbonization. In this context, coordination of EV routing and charging activities through suitably designed price signals constitutes an imperative step in secure and economic operation of the coupled power-transportation networks (CPTN). This work examines the non-cooperative pricing competition between self-interested EV charging service providers (CSP), taken into account the complex interactions between CSPs' pricing strategies, EV users' decisions and the operation of CPTN. The modeling of CPTN environment captures the prominent type of uncertainties stemming from the gasoline vehicle and EV origin-destination travel demands and their cost elasticity, EV initial state-of-charge and renewable energy sources (RES). An enhanced multi-agent proximal policy optimization method is developed to solve the pricing game, which incorporates an attention mechanism to selectively incorporate agents' representative information to mitigate the environmental non-stationarity without raising dimensionality challenge, while safeguarding the commercial confidentiality of CSP agents. To foster more efficient learning coordination in the highly uncertain CPTN environment, a sequential update scheme is also developed to achieve monotonic policy improvement for CSP agents. Case studies on an illustrative and a large-scale test system reveal that the proposed method facilitates sufficient competition among CSP agents and corroborates the core benefits in terms of reduced charging costs for EV users, enhancement of RES absorption and cost efficiency of the power distribution network. Results also validate the excellent generalization capability of the proposed method in coping with CPTN uncertainties. Finally, the rationale of the proposed attention mechanism is validated and the superior computational performance is highlighted against the state-of-the-art methods.","Coupled power-transportation network, Electric vehicles, Multi-agent reinforcement learning, Nash equilibrium, Pricing game analysis",,,,,,,sciencedirect,,sciencedirect,q32.bib,doi:10.1016/j.adapen.2023.100151,11,high,7,5.768454,3.718011
"Nurmuhammed, M.; Akdaǧ, O.; Karadag, T.","Nurmuhammed, Mustafa (55364885000); Akdaǧ, Ozan (57200143105); Karadag, Teoman (36092815900)",55364885000; 57200143105; 36092815900,A novel modified Archimedes optimization algorithm for optimal placement of electric vehicle charging stations in distribution networks,2023,Alexandria Engineering Journal,84,,,81,92,22,10.1016/j.aej.2023.10.055,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176345220&doi=10.1016%2Fj.aej.2023.10.055&partnerID=40&md5=6d5bd8f1dad1c1a5fe3ff9581624bb7b,"Inönü Üniversitesi, Malatya, Turkey; Turkish Electricity Transmission Corporation, Malatya, Turkey; Department of Electrical and Electronic Engineering, Inönü Üniversitesi, Malatya, Turkey","Nurmuhammed, Mustafa, Inönü Üniversitesi, Malatya, Turkey; Akdaǧ, Ozan, Turkish Electricity Transmission Corporation, Malatya, Turkey; Karadag, Teoman, Department of Electrical and Electronic Engineering, Inönü Üniversitesi, Malatya, Turkey","The number of electric vehicle charging stations (EVCSs) is increasing alongside electric vehicles (EVs). The unplanned rollout of EVCSs can lead to problems such as deterioration of the voltage profile, increased active power losses, and maximum load demand in distribution networks (DNs). Therefore, EVCSs should be placed in optimum locations on the DNs. The complexity of the problem requires efficiency and performance. In this paper, a novel modified Archimedes optimization algorithm (MAOA) is proposed for optimal placement of EVCSs in DNs. Five parameters of the AOA were modified using the Honey Badger Algorithm (HBA). This placement is based on a combination of indexes: power loss, voltage deviation, and voltage stability index (VSI). Next, Newton-Raphson based load flow analysis is used to compute the minimum cost. MAOA, AOA and eight other optimization algorithms are compared. The results provide the most appropriate buses in the DN. The efficiency of the proposed algorithm was tested on IEEE 33, 69, and 10-bus Hatay power network systems. In all test systems, the proposed MAOA provided the best results with consistently low standard deviation values. The results suggest that the proposed method is more effective in the integration of EVCSs into the DN. © 2017 Elsevier Inc. All rights reserved. © 2023 THE AUTHORS",A novel modified Archimedes optimization algorithm; Distribution network; Electric vehicle charging systems; Modeling and load flow analysis; Optimal placement of electric vehicle charging stations; Plug-in electric vehicles,Charging (batteries); Deterioration; Efficiency; Electric load flow; Electric network analysis; Internet protocols; Optimization; Plug-in electric vehicles; A novel modified archimede optimization algorithm; Charging station; Charging systems; Electric vehicle charging; Electric vehicle charging system; Load flow analysis; Modeling and load flow analyse; Optimal placement of electric vehicle charging station; Optimal placements; Optimization algorithms; Electric power distribution,"Inönü Üniversitesi, (FDK-2023-3163); Inönü Üniversitesi",This research is supported by Inonu University - the Scientific Research Projects (BAP) Unit (No. FDK-2023-3163 ).,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85176345220,scopus,scopus.csv,doi:10.1016/j.aej.2023.10.055,11,high,0,11.165649,5.1747746
"Earle, L.; Maguire, J.; Munankarmi, P.; Roberts, D.","Earle, Lieko (6603021112); Maguire, Jeff (56701989400); Munankarmi, Prateek (57205613324); Roberts, David (57198966885)",6603021112; 56701989400; 57205613324; 57198966885,The impact of energy-efficiency upgrades and other distributed energy resources on a residential neighborhood-scale electrification retrofit,2023,Applied Energy,329,,120256,,,17,10.1016/j.apenergy.2022.120256,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141958980&doi=10.1016%2Fj.apenergy.2022.120256&partnerID=40&md5=50029abc47ed2fb08917956bc419c6e5,"National Renewable Energy Laboratory, Golden, CO, United States","Earle, Lieko, National Renewable Energy Laboratory, Golden, CO, United States; Maguire, Jeff, National Renewable Energy Laboratory, Golden, CO, United States; Munankarmi, Prateek, National Renewable Energy Laboratory, Golden, CO, United States; Roberts, David, National Renewable Energy Laboratory, Golden, CO, United States","Ambitious targets for carbon emissions reductions are highlighting new challenges for electrification strategies, leading to an increased focus on building load flexibility and energy management to complement the variability inherent in renewable energy generation. Over the next decade millions of existing homes could undergo electrification retrofits, and there is an urgent need to understand the potential impacts of electrifying major residential loads such as water and space heating on community load characteristics, resident energy bills, and the utility's distribution system. Behind-the-meter distributed energy resources (DERs), including efficiency measures, photovoltaics (PV), battery storage, managed electric vehicle (EV) charging, and controls such as home energy management systems (HEMS), can significantly alter a neighborhood's load profile and provide benefits to both the residents and the grid. We present a novel approach to characterizing the impact of a hypothetical neighborhood-scale residential retrofit program on individual homes’ energy use profiles, associated utility bills, and the local distribution system. We modeled a mixed-fuel community of 30 single-family homes in Denver, Colorado, and compared the effects of retrofit scenarios ranging from conventional energy-efficiency upgrades to full electrification with and without more advanced DER technologies. We analyzed which packages of DERs most reliably enable demand flexibility in response to a time-of-use (TOU) rate for this and similar neighborhoods. Our buildings-to-grid co-simulation framework includes a generic secondary distribution feeder model to capture voltage profiles, transformer loading, and other grid impacts in each case. We also calculated the carbon emissions associated with energy use in the community. The methodology developed here can be broadly applied to community-scale beneficial electrification studies in other regions, climates, utility infrastructures, and building typologies to make specific, targeted recommendations based on quantified projections of energy demand in any given community. Our findings indicate that residential electrification can be achieved without negatively impacting the monthly utility bill, and that a combination of conventional energy-efficiency measures, PV, battery, controls, and managed EV charging to maximize a community's demand flexibility is a promising strategy. Adding DERs (especially PV) as part of efficient electrification produces much bigger savings than efficient electrification without DERs. A key barrier is that upgrades require upfront costs, and modest utility bill savings result in long payback periods. © 2022 Elsevier Ltd",Decarbonization; Demand flexibility; Distributed energy resources; Electrification; Residential community; Retrofit,Carbon; Charging (batteries); Energy management; Energy management systems; Energy utilization; Housing; Renewable energy resources; Retrofitting; Secondary batteries; Decarbonisation; Demand flexibility; Distributed Energy Resources; Efficiency measure; Electrification; Neighbourhood; Photovoltaics; Residential communities; Retrofit; Utility bills; Energy efficiency; electric vehicle; electrification; energy management; energy use; Colorado; Denver; United States,"U.S. Department of Energy, USDOE, (DE-AC36-08GO28308); U.S. Department of Energy, USDOE; Office of Energy Efficiency and Renewable Energy, EERE; National Renewable Energy Laboratory, NREL; Xcel Energy","Funding text 1: This work was authored in part by the National Renewable Energy Laboratory, operated by Alliance for Sustainable Energy, LLC, for the U.S. Department of Energy (DOE) under Contract No. DE-AC36-08GO28308. Funding was provided by U.S. Department of Energy Office of Energy Efficiency and Renewable Energy . The views expressed in the article do not necessarily represent the views of the DOE or the U.S. Government. The U.S. Government retains and the publisher, by accepting the article for publication, acknowledges that the U.S. Government retains a nonexclusive, paid-up, irrevocable, worldwide license to publish or reproduce the published form of this work, or allow others to do so, for U.S. Government purposes.; Funding text 2: This work was authored in part by the National Renewable Energy Laboratory, operated by Alliance for Sustainable Energy, LLC, for the U.S. Department of Energy (DOE) under Contract No. DE-AC36-08GO28308. Funding was provided by U.S. Department of Energy Office of Energy Efficiency and Renewable Energy. The views expressed in the article do not necessarily represent the views of the DOE or the U.S. Government. The U.S. Government retains and the publisher, by accepting the article for publication, acknowledges that the U.S. Government retains a nonexclusive, paid-up, irrevocable, worldwide license to publish or reproduce the published form of this work, or allow others to do so, for U.S. Government purposes. The authors acknowledge Virginia Castro of the Weatherization and Intergovernmental Programs Office, United States at DOE for her support of this research, and the following members of the Colorado Residential Retrofit Energy District (CoRRED) collaboration for their valuable input: Kim Burke and Joceyln Durkay of Colorado Energy Office, Cara Carmichael of RMI, and Eric Maurer formerly of Xcel Energy.",Article,Final,All Open Access; Green Accepted Open Access; Green Open Access,Scopus,2-s2.0-85141958980,scopus,scopus.csv,doi:10.1016/j.apenergy.2022.120256,11,high,1,7.077521,6.8601327
Amirhossein Ahmadian and Vahid Ghodrati and Rajit Gadh,,,Artificial deep neural network enables one-size-fits-all electric vehicle user behavior prediction framework,2023,Applied Energy,,,,,,,https://doi.org/10.1016/j.apenergy.2023.121884,https://www.sciencedirect.com/science/article/pii/S0306261923012485,,,"As greener mobility becomes the norm with the advent of electric vehicles (EVs), a natural question arises: how big of a change are we seeing in terms of the stochastic energy demands imposed by EVs? There have been considerable difficulties in analyzing the adoption of all types of EV infrastructure due to the lack of publicly available individual EV user data across various service providers, such as distribution network operators, EV aggregators, EV users, utilities, regulators, and academics. In this study, we introduce the JETPANN (Joint EV energy consumption and charging duration Training Prediction using Artificial Neural Networks), a novel jointly trainable artificial deep neural network framework for predicting stochastic EV user behavior by predicting their stay/charging duration and energy consumption simultaneously. We used a large-scale dataset of individual EV users’ charging transactions collected at a multi-site UCLA campus, the Los Angeles Department of Water and Power (LADWP), the Port of LA, the City of Santa Monica, and the City of Pasadena over a five-year period. This includes more than 50 EVSEs (Electric Vehicle Supply Equipment) and 216 EV charging points. Over 50,000 real-time transactions were recorded in our database with 341 distinct EV users. In this research, essential attributes of each charging session were identified, extracted from our database, and then fed into our JETPANN network. Using a jointly trained framework, our AI-enabled network predicts the stay/charging duration and the energy consumption of all the recorded EV users with an accuracy of above 99 percent. The proposed technique was tested and validated using all the collected historical charging data from individual EV users via realizing mean-absolute errors of training loss versus validation loss. Utilizing hyperparameter tuning and semi-grid search, the JETPANN with semi-optimized hyperparameters was achieved with the lowest mean-absolute errors of 0.927 and 0.068 in predicting stay/charging durations and energy consumptions, respectively, in a jointly trainable framework. This study demonstrates the potential of the JETPANN framework in the prediction of EV users’ behavior by using large-scale real-world data collected from a diverse pool of EV users, including faculty and students, occasional and frequent users, and early and late adopters.","JETPANN (oint V energy and charging duration raining rediction using rtificial eural etworks), Deep neural network, User behavior, EV (electric vehicle), Charging/stay duration, Energy consumption",,,,,,,sciencedirect,,sciencedirect,q32.bib,doi:10.1016/j.apenergy.2023.121884,11,high,9,8.888643,2.5149097
"Jadhav, P.; More, D.; Salkuti, S.R.","Jadhav, Pradnya R. (57200273212); More, Dagadu Shankar (24922016500); Salkuti, Surender Reddy (58897438800)",57200273212; 24922016500; 58897438800,Smart residential distribution energy management system with integration of demand response and Aggregator,2023,Cleaner and Responsible Consumption,9,,100115,,,17,10.1016/j.clrc.2023.100115,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152559338&doi=10.1016%2Fj.clrc.2023.100115&partnerID=40&md5=4d50a78b2c68c288ef94e36a59cab4c4,"Department of Electrical Engineering, Government College of Engineering, Karad, Karad, MH, India; Department of Electrical Engineering, Walchand College of Engineering, Sangli, Sangli, MH, India; Department of Railroad and Electrical Engineering, Woosong University, Daejeon, South Korea","Jadhav, Pradnya R., Department of Electrical Engineering, Government College of Engineering, Karad, Karad, MH, India; More, Dagadu Shankar, Department of Electrical Engineering, Walchand College of Engineering, Sangli, Sangli, MH, India; Salkuti, Surender Reddy, Department of Railroad and Electrical Engineering, Woosong University, Daejeon, South Korea","In this paper, we present an energy management system with the help of aggregator and demand response program (DR). We have considered a smart residential distribution system consisting of residential aggregator, heterogenous consumers and one common charging station (CCS) for EVs. The role of aggregator is to communicate and to control the power flow between electric grid and consumers. The power flow for EVs is G2V and V2G. For energy management, smart home appliances, battery storage systems, and EVs are considered as flexible loads. The objective of a residential aggregator is to minimize the amount of power imported from the grid, thereby, maximizing the net profit. Reliability and affordability are key concerns for consumers hence, consumers objective is to reduce their electricity bills without reducing their comfort level and the objective of a common charging station (CCS) is to reduce the total cost of charging and discharging all-electric vehicles. To satisfy these objectives, a multi-objective problem is formulated and solved as Mixed Integer Linear Programming (MILP). The real-time pricing (RTP) scheme is implemented as a price-based demand response (DR) program. The main purpose of this study to show a combination of aggregator and demand response program can reduce the total cost of electricity and improve the overall efficiency and viable economic frameworks for the smart residential distribution system. Furthermore, study results suggest that smart EV charging/discharging is a viable option for balancing demand and supply over a shorter time. Also, will improve the flexibility of the electric grid. © 2023",Active consumers; Aggregator; Demand response; Electric vehicle; Prosumers,,,,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85152559338,scopus,scopus.csv,doi:10.1016/j.clrc.2023.100115,11,high,4,6.0976076,5.2229414
"Zanganeh, M.; Samiei Moghaddam, M.S.; Azarfar, A.; Vahedi, M.; Salehi, N.","Zanganeh, Mohsen (58017561800); Samiei Moghaddam, Mahmoud (37032937100); Azarfar, Azita (24330533700); Vahedi, Mojtaba (57204684323); Salehi, Nasrin (35189553900)",58017561800; 37032937100; 24330533700; 57204684323; 35189553900,Multi-area distribution grids optimization using D-FACTS devices by M-PSO algorithm,2023,Energy Reports,9,,,133,147,13,10.1016/j.egyr.2022.11.180,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144044861&doi=10.1016%2Fj.egyr.2022.11.180&partnerID=40&md5=f3797faf019a0733b4602521fbb9bb6b,"Department of Electrical Engineering, Islamic Azad University, Shahrood Branch, Shahrood, Semnan Province, Iran; Department of Electrical Engineering, Islamic Azad University, Damghan Branch, Damghan, Iran; Department of Basic Sciences, Islamic Azad University, Shahrood Branch, Shahrood, Semnan Province, Iran","Zanganeh, Mohsen, Department of Electrical Engineering, Islamic Azad University, Shahrood Branch, Shahrood, Semnan Province, Iran; Samiei Moghaddam, Mahmoud, Department of Electrical Engineering, Islamic Azad University, Damghan Branch, Damghan, Iran; Azarfar, Azita, Department of Electrical Engineering, Islamic Azad University, Shahrood Branch, Shahrood, Semnan Province, Iran; Vahedi, Mojtaba, Department of Electrical Engineering, Islamic Azad University, Shahrood Branch, Shahrood, Semnan Province, Iran; Salehi, Nasrin, Department of Basic Sciences, Islamic Azad University, Shahrood Branch, Shahrood, Semnan Province, Iran","This paper presents a model for the optimization of a multi-area distribution grid considering the high penetration levels of photovoltaic (PV) resources and electric vehicle charging station (EVCSs) based on distributed flexible AC transmission system (D-FACTS) devices including on-load tap changer (OLTC) transformers and step voltage regulator (SVR) tap control and shunt capacitor (SC) and shunt reactor (ShR) to reduce losses and voltage deviation. The overarching research aim was to avoid the overvoltage caused by power injection by PV sources and the voltage drop caused by charging EVs in distribution grids. The proposed model was designed based on distribution network load flow and was optimized using a modified particle swarm optimization (M-PSO) algorithm. Two different test networks were tested under different scenarios to analyze the proposed model, revealing the efficiency of the proposed model. © 2022 The Author(s)",D-FACTS; Distribution voltage control; Electric vehicle charging station; Evolutionary algorithm; Photovoltaic,Charging (batteries); Electric load flow; Electric machine control; Electric power system control; Electric power transmission networks; Electric vehicles; Flexible AC transmission systems; Particle swarm optimization (PSO); Power control; Voltage control; Voltage regulators; Charging station; Distributed flexible AC Transmission Systems; Distribution grid; Distribution voltage control; Distribution voltages; Electric vehicle charging; Electric vehicle charging station; Flexible AC transmission systems devices; Multi areas; Photovoltaics; Electric power distribution,"Islamic Azad University, IAU","This article is extracted from a doctoral thesis at Islamic Azad University, Shahrood branch. The authors feel it necessary to express their sincere gratitude to the research colleagues of Islamic Azad University and the respected referees who have helped us in carrying out and improving the quality of this article.",Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85144044861,scopus,scopus.csv,doi:10.1016/j.egyr.2022.11.180,11,high,6,11.192776,4.108699
Mehdi {Ahmadi Jirdehi} and Vahid {Sohrabi Tabar},,,"Risk-aware energy management of a microgrid integrated with battery charging and swapping stations in the presence of renewable resources high penetration, crypto-currency miners and responsive loads",2023,Energy,,,,,,,https://doi.org/10.1016/j.energy.2022.125719,https://www.sciencedirect.com/science/article/pii/S0360544222026056,,,"The penetration of renewable resources and electric vehicles has increased in recent years due to various benefits such as reducing environmental pollution. This paper optimizes the energy management of a microgrid integrated with battery charging and swapping stations in the presence of renewable resources and crypto-currency miners as an emerging critical load with high energy consumption. In such structures, the fluctuation of renewable energies decreases reliability and increases energy market trading. Hence, the conditional value-at-risk index is utilized to analyze the risk of uncertainties. Furthermore, the influence of responsive local loads and incoming vehicles into the stations is investigated using demand response programs. In order to implement the presented programming, a real distribution network in Kermanshah, Iran, is selected as the case study. The results show that the risk-averse strategy with α = 0.85 and β = 0.8, reduces the expected revenue by about 636.355 $ compared to the risk-neutral strategy. In addition, the swapping station can be used as a bulk storage, where it stores about 43.56 MWh in low-price times and injects about 20.04 MWh in high-price times to support the local system. The demand side management also increases the revenue even under the worst-case conditions by about 79.623 $.","Battery swapping station, Crypto-currency miners, Multi-level charging station, Renewable resources, Responsive loads, Risk analysis",,,,,,,sciencedirect,,sciencedirect,q12.bib,doi:10.1016/j.energy.2022.125719,11,high,4,7.6335344,4.79835
Zhonghao Zhao and Carman K.M. Lee and Jiage Huo,,,EV charging station deployment on coupled transportation and power distribution networks via reinforcement learning,2023,Energy,,,,,,,https://doi.org/10.1016/j.energy.2022.126555,https://www.sciencedirect.com/science/article/pii/S0360544222034429,,,"This study addresses the optimal electric vehicle (EV) charging station deployment problem (CSDP) on coupled transportation and power distribution networks, which is one of the critical issues with the mass adoption of EVs in the recent years. In contrast to existing works that mainly employ heuristics and exact algorithms, we propose a finite-discrete Markov decision process (MDP) formulation defined in a reinforcement learning (RL) framework to mitigate the curse of dimensionality problem. The RL-based approach aims to determine the location of a set of EV charging stations with limited capacity by minimizing the total investment cost while satisfying the coupled network constraints. Specifically, a long short-term memory (LSTM)-based recurrent neural network (RNN) with an attention mechanism is used to train the model based on an offline strategy. The model parameters are learned by the policy gradient algorithm with a learned baseline function. Numerical experiments on multiple problem sizes are conducted to assess the efficiency and feasibility of the proposed solution method. We experimentally show that our approach is efficient to solve the CSDP and outperforms other baseline approaches in solution quality with competitive computational time.","Electric vehicle, Charging station deployment, Coupled network, Reinforcement learning",,,,,,,sciencedirect,,sciencedirect,q11.bib,doi:10.1016/j.energy.2022.126555,11,high,9,8.69771,2.1568782
K. Kathiravan and P.N. Rajnarayanan,,,Application of AOA algorithm for optimal placement of electric vehicle charging station to minimize line losses,2023,Electric Power Systems Research,,,,,,,https://doi.org/10.1016/j.epsr.2022.108868,https://www.sciencedirect.com/science/article/pii/S037877962200921X,,,"The conventional transportation system uses fossil fuels and it emits greenhouse gases which affect the environment. A new kind of transportation must be created immediately because of the growing population. Electric Vehicles (EVs) have less impact on environmental pollution and they will become the base for future transport systems. The battery's specific energy is very low and it needs frequent charging. The long-distance transportation using EVs needs charging stations and it leads to placing Electric Vehicle Charging Station (EVCS) in the power grid. The placement of EVCS in the grid increases network losses which have an adverse impact on the grid. In this research work, network loss minimization by the optimum placement of EVCS along with Distributed Generation (DG) is considered. The proposed approach has been validated on the IEEE 33 bus system. The analysis was carried out using the Loss Sensitivity Factor (LSF) approach considering the variable network parameters in the Radial Distribution Network (RDN). The EVCS optimal placement was resolved by Arithmetic Optimization Algorithm (AOA). The results are compared with Particle Swarm Optimization (PSO) and Harris Hawks Optimization (HHO) approaches. The findings show that the optimal placement of EVCS along with DGs reduces network losses considerably.","Integrated electric vehicle charging station with distributed generation, Loss sensitivity factor, Real power loss, Arithmetic optimization algorithm, Radial network",,,,,,,sciencedirect,,sciencedirect,q31.bib,doi:10.1016/j.epsr.2022.108868,11,high,2,10.900804,4.8079605
"Chowdhury, R.; Mukherjee, B.K.; Mishra, P.; Mathur, H.D.","Chowdhury, Ranjita (36061121200); Mukherjee, Bijoy Krishna (57114318000); Mishra, Puneet (57202102458); Mathur, Hitesh Datt (7006749873)",36061121200; 57114318000; 57202102458; 7006749873,Performance assessment of a distribution system by simultaneous optimal positioning of electric vehicle charging stations and distributed generators,2023,Electric Power Systems Research,214,,108934,,,19,10.1016/j.epsr.2022.108934,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141475060&doi=10.1016%2Fj.epsr.2022.108934&partnerID=40&md5=a6ef0333ecc2bab06fbb3c85dc02c917,"Department of Electrical Engineering, Institute of Engineering and Management, Kolkata, WB, India; Birla Institute of Technology and Science, Pilani, Pilani, RJ, India","Chowdhury, Ranjita, Department of Electrical Engineering, Institute of Engineering and Management, Kolkata, WB, India; Mukherjee, Bijoy Krishna, Birla Institute of Technology and Science, Pilani, Pilani, RJ, India; Mishra, Puneet, Birla Institute of Technology and Science, Pilani, Pilani, RJ, India; Mathur, Hitesh Datt, Birla Institute of Technology and Science, Pilani, Pilani, RJ, India","Extensive penetration of Renewable Energy based Distributed Generator (REDG) units in a Distribution System necessitates its efficient and optimal applicability. Plug-in Electric Vehicles (PEV) is currently gaining importance steadily in a distribution system due to its environmental compatibility. However, suitable positioning of PEV is a mandate as it increases the overall demand of the system and has appreciable impact on the system's technical performance in terms of losses, voltage profile, penetration level, to name a few. This paper proposes a simple apparent power loss driven technique of Electric Vehicle Charging Station (EVCS) placement along with a REDG unit in a distribution system taking time-driven load models into consideration. The initial State of Charge of the PEV is reformulated taking traffic and weather conditions, proportional distance covered by the electric vehicle and non-availability of EVCS into consideration using Dynamic Fault Tree Analysis and Bayesian optimization techniques. An optimum combination of different sets of PEV with proportional distance coverage is considered. Results are validated on the basis of computation of three REDG assessment indices in comparison with an arbitrary slot of positioning of the above elements. © 2022",Bayes’ optimization; Charging station; Dependent loads; Distributed generation; Dynamic fault tree analysis; Dynamic loss evaluation indicator; Initial state of charge,Battery management systems; Charging (batteries); Electric losses; Plug-in electric vehicles; Renewable energy resources; Vehicle performance; Baye’ optimization; Charging station; Dependent load; Dynamic fault tree analysis; Dynamic loss; Dynamic loss evaluation indicator; Evaluation indicators; Initial state; Initial state of charge; Optimisations; States of charges; Distributed power generation,,,Article,Final,,Scopus,2-s2.0-85141475060,scopus,scopus.csv,doi:10.1016/j.epsr.2022.108934,11,high,2,10.004301,5.478204
