status,reason_exclusion,title,abstract,doi,year,keyword_tags,source_db,original_file,dedup_key,priority_score,priority_bucket
maybe,,Low and medium voltage distribution network planning with distributed energy resources: a survey,"Abstract: The penetration of distributed energy resources (DERs) such as photovoltaic systems, energy storage systems, and electric vehicles is increasing in the distribution system. The distinct characteristics of these resources, e.g., volatility and intermittency, introduce complexity in operation and planning of the distribution system. This paper first summarized the physical characteristics and morphological evaluation of the current and future distribution networks. Then, the impact of these changes on system operation and planning is outlined. Next, the tools, methods, and techniques for energy forecasting, optimal planning, and distribution system state estimation are reviewed and discussed, along with the challenges. As the main contributions, this research systematically organized the published works and assessed the relevant milestones regarding distribution system planning with DERs and emerging technologies. Finally, the key research directions in this domain are outlined. © The Author(s) 2024.",10.1007/s00202-024-02535-0,2025,"planning,uc_ed,grid,ev",planning,merged_dedup.csv,10.1007/s00202-024-02535-0,18,high
maybe,,Reliability-constrained transmission expansion planning based on simultaneous forecasting method of loads and renewable generations,"Due to increased energy consumption in upcoming years, the power system needs to be expanded to meet suitable technical conditions. The primary requirement is to gain accurate information about consumption growth in the planning horizon, which can be obtained via forecast studies. Since renewable sources can grow beside the demand, the accurate prediction should consider simultaneous changes in supply and demand in the future. In this paper, a reliability-constrained transmission expansion planning (RCTEP) is proposed. It simultaneously is based on the load forecasting and renewable sources production, named the net power demand forecasting technique (NPDFT). NPDFT consists of a time series-based logistic method, which forecasts loads at planning years. RES generation forecasting forecasts the following year's generation by an estimated coefficient. RCTEP minimizes the summation of the planning, operation, and reliability cost so that it is limited to the AC optimal power flow equations, planning constraints, and reliability limitations for N - 1 contingency. Then, the stochastic programming based on the Monte Carlo Simulation and the simultaneous backward approach models the uncertainties of the load, RES power, and availability of network equipment. This problem is solved by the hybrid algorithm of grey wolf optimization and training and learning optimization algorithm to achieve the securable optimal solution with a low standard deviation. Generally, this paper contributes to predicting the net power demand, simultaneous modeling of operation, reliability, and economic indices, besides using hybrid algorithms to solve the defined problem. Finally, this strategy is implemented on the 3-bus, 30-bus, and 118-bus transmission networks in MATLAB software. The numerical results confirm the capabilities of the proposed method in improving network operation and reliability indices. Higher reliability can be found for the network by defining a desirable penalty price. Also, operation indices, such as voltage profile and power loss, increase more than 10\% under these conditions.",10.1007/s00202-024-02556-9,2025,"planning,uc_ed,grid,ev",planning,merged_dedup.csv,10.1007/s00202-024-02556-9,18,high
maybe,,Simultaneous optimal network reconfiguration and power compensators allocation with electric vehicle charging station integration using hybrid optimization approach,"This paper introduces a hybrid optimization approach, the Hybrid of African Vulture Optimizer with Genetic Operators (HAVOGO), designed to address the intricate challenges of optimal design in large distribution systems. The HAVOGO algorithm combines the robustness of the African vulture optimizer with the adaptability of genetic operators, resulting in superior optimization performance. The algorithm focuses on the simultaneous sizing and locating of distributed generation and distribution static compensator, alongside network reconfiguration, to efficiently incorporate electric vehicle charging stations into existing power distribution networks. A multi-objective optimization framework is utilized to allocate power compensating devices and optimize network reconfiguration, considering both technical and economic factors. The effectiveness of the HAVOGO algorithm is demonstrated through its application to 118-bus and 415-bus large distribution networks. Additionally, the results obtained from the HAVOGO algorithm are compared with those from other optimization algorithms and existing research in the field. Numerical results show significant improvements in performance metrics for both network sizes: for the 118-bus system, there is a reduction in active power loss by 84.72%, a decrease in voltage deviation by 76.22%, and an increase in voltage stability margin by 62.99%. Similarly, for the 415-bus system, the algorithm achieves a reduction in active power loss by 75.78%, a decrease in voltage deviation by 65.54%, and an increase in voltage stability margin by 26.06%. © The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature 2024.",10.1007/s00202-024-02630-2,2025,"planning,uc_ed,grid,ev",planning,merged_dedup.csv,10.1007/s00202-024-02630-2,18,high
maybe,,Fuel cell EV for smart charging with stochastic network planning using hybrid EOO-SNN approach,"This paper proposes a hybrid method for network expansion planning for electric vehicle charging stations. The hybrid method is the combination of Eurasian Oystercatcher optimizer (EOO) and spiking neural network (SNN) approach and is usually referred as EOO-SNN approach. The major purpose of the work is to extend the optimal charging strategy for EVs, which includes the allocation of charging resources to decrease the charging costs, increase the charging efficiency, and decrease the impact on the power grid. The EOO is used to optimize various aspects, such as charging time, charging station placement, and network expansion planning. The ideal solution is predicted using the SNN. The approach also combined with smart grid technologies, such as demand response mechanisms and fuel cell integration with battery energy storage system, to optimize the energy system and ensure efficient and sustainable EV charging. The proposed method supports scalability/adaptability in EV charging systems, effective charging strategy formulation, and worldwide optimisation of charging infrastructure growth. The proposed method's effectiveness is then evaluated on the MATLAB platform and compared to other existing approaches. The efficacy of the proposed system is high as 45\%.",10.1007/s10470-025-02429-6,2025,"planning,uc_ed,grid,ev",planning,merged_dedup.csv,10.1007/s10470-025-02429-6,18,high
maybe,,Bi-level stochastic optimization model of smart distribution grids considering the transmission network to reduce vulnerability,"This paper presents a novel optimization framework for integrating transmission and distribution networks. The proposed framework consists of a bi-level optimization model, which comprises an upper-level problem and a lower-level problem. The upper-level problem addresses unit commitment (UC) in the transmission network, aiming to minimize operating costs and load shedding. It is formulated as a mixed-integer linear programming model (MILP). Meanwhile, the lower-level problem focuses on the optimal operation of the distribution network, considering both renewable and non-renewable resources, as well as electric vehicle charging stations (EVCS). This problem is formulated as a linear model with the objectives of reducing power purchase costs from the transmission network and maximizing the utilization of renewable energy and EVCS charging power. The literature review highlights three main research gaps. Firstly, it is crucial to develop a convex model that ensures globally optimal solutions. Secondly, considering the problem-solving time, it is important to devise a method that can achieve globally optimal solutions in the shortest possible time, accounting for the dimensions, number of variables, and parameters involved in coordinating the transmission and distribution networks. Lastly, there is a need to develop a modeling approach that allows the integration of any number of distribution networks with the transmission network. To address these research gaps, we propose a solution methodology that involves rewriting the optimization problems using reformulation and decomposition methods. This approach enables the modeling of globally optimal solutions while ensuring faster solution times and the ability to incorporate numerous distribution networks into the transmission network. We validate the proposed model and methodology using various networks, and the results demonstrate the efficiency of our approach in coordinating the operation of transmission and smart distribution networks. The simulation results indicate that our proposed method outperforms alternative approaches. Specifically, the results show that the proposed approach effectively mitigates load interruptions in the distribution networks when renewable and non-renewable resources experience interruptions in each system. As a direct consequence, the vulnerability of the distribution networks has significantly diminished, showcasing the robustness and resilience of our approach to handling resource interruptions. Notably, the proposed approach is 40% faster than the KKT method and 20% faster than the evolutionary method, with approximately 8% more optimal results than the evolutionary method, demonstrating its superior coordination for integrated transmission and distribution networks. © The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature 2023.",10.1007/s12667-023-00628-6,2025,"planning,uc_ed,grid,ev",planning,merged_dedup.csv,10.1007/s12667-023-00628-6,18,high
maybe,,Optimizing Battery Energy Storage for Fast Charging Stations on Highways,"This paper addresses the challenge of high peak loads on local distribution networks caused by fast charging stations for electric vehicles along highways, particularly in remote areas with weak networks. It presents a multi-stage, multi-objective optimization algorithm to determine the battery energy storage system (BESS) specifications required to support the infrastructure. The algorithm results in the minimum BESS capacity and power rating required, subject to the various specific constraints to comply with distribution grid power quality standards by limiting the peak grid demand whilst taking into account several factors over one day, i.e., daily traffic patterns (used to estimate charging system demand), and details of the local electricity network (demand patterns). The optimization method was demonstrated using actual data from an intercity highway and electricity distribution network in a remote highway mid-way between two cities in New South Wales, Australia. The results showed that no BESS is needed up to a critical EV penetration rate, above which both the required BESS capacity and output power capability increase rapidly with the EV penetration rate. © The Author(s) under exclusive licence to The Korean Institute of Electrical Engineers 2025.",10.1007/s42835-025-02186-6,2025,"planning,uc_ed,grid,ev",planning,merged_dedup.csv,10.1007/s42835-025-02186-6,18,high
maybe,,Potential impact of controlled electric car charging and vehicle-to-grid on Germany's future power system,"The increasing diffusion of electric vehicles contributes to a growing electricity demand in the coming years. At the same time, this integrates millions of mobile storage units into the electricity system, which has a rising need for flexibility to balance the intermittent generation from photovoltaic systems and wind turbines. To capture the potential of electric cars as a flexibility resource, we simulate 7,000 vehicle driving profiles in an agent-based model, generating load profiles as well as charging power and state-of-charge boundaries for the German car fleet, which serve as restrictions in energy system optimization. In a scenario-based study for Germany in 2030 and 2045, we compare the installed electric capacities in the optimized system, depending on whether electric vehicle charging is uncontrolled, controlled, or bidirectional. Here we show that a bidirectionally charged car fleet has the potential to replace 32 GW (84 %) of stationary battery storage and 31 GW (64 %) of hydrogen-fired peaking power plants, while enabling an additional solar power expansion of 7 GW (2 %) until 2045. Notably, implementing vehicle-to-grid can limit hydrogen-fired electricity generation to winter months and enable a shift toward combined heat and power plants. On the demand side, it can reduce the expansion of electrolyzers by 19 GW (28 %) and power-to-heat capacities by 25 GW (60 %). Overall, the integrated energy system can substantially benefit from the implementation of smart and especially bidirectional charging as it lowers the need for future capacity expansion in the electricity system but also in coupled hydrogen and heat systems. © 2025 The Author(s)",10.1016/j.adapen.2025.100227,2025,"planning,uc_ed,grid,ev",planning,merged_dedup.csv,10.1016/j.adapen.2025.100227,18,high
maybe,,Fully distributed planning method for coordinated distribution and urban transportation networks considering three-phase unbalance mitigation,"Electric vehicles (EVs) are regarded as one of the silver bullets for addressing the global climate warming issue due to their zero‑carbon emission. However, the proliferation of EVs increases the demand on distribution network (DN), which already face challenges due to three-phase asymmetrical loads and impedance mismatches. The combination of charging demand and traditional three-phase loads aggravated the nodal voltage imbalance within DN. To tackle these issues, this paper presents a coordinated planning model for a three-phase unbalanced distribution network (TUDN) and urban transportation network (UTN). The model optimizes the placement of fast charging stations (FCS), line expansions, and road enhancements, using a distribution network reconfiguration (DNR) strategy to improve charging traffic flow (CTF) and reduce voltage imbalances. To ensure privacy encryption, a fully distributed framework using the alternating direction method of multipliers (ADMM) is designed to solve this problem, where a two-layer iterative process (TIP) is further developed to improve the convergence of ADMM, taking into account the integer variables in the model. Numerical simulations on a modified IEEE 34-bus system and a real-world system in China demonstrate the model’ s effectiveness, achieving a 43.84 % reduction in maximum voltage imbalance and outperforming other algorithms in iteration count and computation time. © 2024",10.1016/j.apenergy.2024.124449,2025,"planning,uc_ed,grid,ev",planning,merged_dedup.csv,10.1016/j.apenergy.2024.124449,18,high
maybe,,A two-layer economic resilience model for distribution network restoration after natural disasters,"Improving the resilience of energy networks and minimizing outages is crucial, making the development of self-healing strategies essential for ensuring a continuous power supply and boosting resilience. As decentralized prosumers become more integrated into smart grids, innovative coordination methods are required to fully leverage their potential and improve the system's self-healing capabilities. Hence, in this paper, we present a decentralized two-layer model for active distribution networks (ADNs) incorporating commercial energy hubs, Parking lots (PLs), hydrogen refueling stations, and mobile units (MUs). This model aims to maximize the flexible capacities of flexible prosumers under emergencies and includes a dynamic mechanism for transporting hydrogen to refueling stations via trucks. In the first layer of the model, the AND operator provides the required services to flexible prosumers, including commercial energy hubs, PLs and hydrogen refueling stations. During this layer, the movement paths of mobile units, such as battery-based mobile storage units (MSUs) and mobile hydrogen units (MHUs), are determined. In the second layer, prosumers independently plan and decide the extent of their service contributions. Subsequently, with the actual service capacities established, the AND operator re-optimizes the initial planning to finalize the system schedule and precise movement paths of the mobile units. The proposed model was tested on a modified 83-bus distribution network using the CPLEX solver in GAMS. Simulation results demonstrate a 54.9 % reduction in forced load shedding (FLS) due to the dispatch of mobile units and a further 84.4 %% reduction in FLS from leveraging the flexible capacities of commercial energy hubs and PLs. © 2024 Elsevier Ltd",10.1016/j.apenergy.2024.124605,2025,"planning,uc_ed,grid,ev",planning,merged_dedup.csv,10.1016/j.apenergy.2024.124605,18,high
maybe,,A four-layer business model for integration of electric vehicle charging stations and hydrogen fuelling stations into modern power systems,"For transportation electrification, fossil fuel-based vehicles are replaced by electric vehicles (EVs) or fuel cell vehicles (FCVs). To charge EVs and FCVs, electric vehicle charging stations (EVCSs) and hydrogen fuelling stations (HFSs) are respectively needed. The review of the literature indicates that the operational planning of EVCSs integrated in distribution systems has not received enough attention; on the other hand, it is crucial to push EVCSs, HFSs and distribution systems towards 100 % renewable systems; so, in this research, the aim is to build a framework for the integration of emission-free EVCSs and HFSs in emission-free distribution systems considering their impact on transmission system operator. The Case study is the IEEE 57-bus transmission system connected to three 33-bus distribution systems, integrated with EVCSs and HFSs. Mixed-integer linear programming (MILP) models are used for EVs, FCVs, HFSs, EVCSs and transmission system, while Mixed-integer quadratic programming (MIQCP) model is used for distribution system. According to the results, the expected profits of distribution systems 1–3 are respectively $3509.41, $3550.27 and $3685.13. The expected cost of transmission system is as high as $1,818,020. The results show that due to PV modules and storage systems, the operation of all EVCSs and HFSs is profitable. The results show that the operation of all DSs is profitable; indeed, due to the existence of PV and wind generators which have no operation cost, the revenue of DSs is higher than their cost. The results also show that batteries increase the expected profit of EVCSs by 475 %. © 2024 Elsevier Ltd",10.1016/j.apenergy.2024.124630,2025,"planning,uc_ed,grid,ev",planning,merged_dedup.csv,10.1016/j.apenergy.2024.124630,18,high
maybe,,Efficient allocation of capacitors and vehicle-to-grid integration with electric vehicle charging stations in radial distribution networks,"Electric vehicles offer zero tailpipe emissions and effectively reduce the release of harmful pollutants, which are significant contributors to air pollution and climate changes. However, the increased adoption of electric vehicles presents challenges to the power grid and could create a surge in demand characterized by fast-absorbing electrical energy. This surge can affect voltage profiles and escalate energy losses within distribution lines. This study introduces an optimization framework leveraging parallel search real-coded genetic algorithms (PSRCGA) for the efficient allocation and sizing of fast charging stations, vehicle-to-grid integration, and capacitors utilization. The optimization aims to enhance grid profitability by minimizing capacitor costs and optimizing power quality metrics through a multi-objective function. Various constraints such as power balance, bus voltage, current flow limits, and capacitor bank specifications are considered in the optimization process. By employing the PSRCGA, the study proposes a fitness function that effectively incorporates the objective function with the constraints. The proposed framework is validated through diverse scenarios applied to IEEE 33-bus and 69-bus systems, showcasing its efficacy in optimizing system performance. © 2024 Elsevier Ltd",10.1016/j.apenergy.2024.124745,2025,"planning,uc_ed,grid,ev",planning,merged_dedup.csv,10.1016/j.apenergy.2024.124745,18,high
